Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
MoCoP: Towards a Model Clone Portal,Ö. Babur; M. Stephan,"Dept. of Mathematics & Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands; Dept. of Computer Science & Software Engineering, Miami University, Oxford, Ohio, USA",2019 IEEE/ACM 11th International Workshop on Modelling in Software Engineering (MiSE),21 Oct 2019,2019,,,78,81,"Widespread and mature practice of model-driven engineering is leading to a growing number of modeling artifacts and challenges in their management. Model clone detection (MCD) is an important approach for managing and maintaining modeling artifacts. While its counterpart in traditional source code development, code clone detection, is enjoying popularity and more than two decades of development, MCD is still in its infancy in terms of research and tooling. We aim to develop a portal for model clone detection, MoCoP, as a central hub to mitigate adoption barriers and foster MCD research. In this short paper, we present our vision for MoCoP and its features and goals. We discuss MoCoP's key components that we plan on realizing in the short term including public tooling, curated data sets, and a body of MCD knowledge. Our longer term goals include a dedicated service-oriented infrastructure, contests, and forums. We believe MoCoP will strengthen MCD research, tooling, and the community, which in turn will lead to better quality, maintenance, and scalability for model-driven engineering practices.",2575-4475,978-1-7281-2231-1,10.1109/MiSE.2019.00019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8877032,"model-driven engineering, model clone detection, model analytics, software maintenance, model management, model repositories",Unified modeling language;Cloning;Tools;Analytical models;Portals;Charge coupled devices;Software,portals;software architecture;software maintenance,managing maintaining modeling artifacts;traditional source code development;code clone detection;model clone detection;foster MCD research;MCD knowledge;model-driven engineering practices;model clone portal;mature practice;MoCoP key components,,,,34.0,,21 Oct 2019,,,IEEE,IEEE Conferences
Mapping Similarity Detectors of Code Clone to Academic Integrity in Programming,M. A. Pangestu; O. Karnalim; Simon,"University of Newcastle, Callaghan, Australia; University of Newcastle, Callaghan, Australia; University of Newcastle, Callaghan, Australia",2021 IEEE World Conference on Engineering Education (EDUNINE),19 May 2021,2021,,,1,6,"When dealing with academic integrity in programming, code similarity detectors are often used to raise suspicion of student programs with undue similarity. However, it appears that only detectors designed for that purpose are discussed in computing education publications, although similarity detectors for other purposes might also be beneficial, both to foster research and to avoid `reinventing the wheel'. This paper maps similarity detectors used to identify code clones, repeated code segments in a software system, to the classifications used for academic integrity purposes. It will help academic integrity researchers to understand code clone similarity detectors and to read papers from that area. While there are other reviews of code clone detection, ours should be easier for computing educators to read as it uses the terminologies of academic integrity.",,978-1-6654-0302-3,10.1109/EDUNINE51952.2021.9429164,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429164,code similarity detection;code clone;academic integrity;programming;computing education,Terminology;Conferences;Cloning;Detectors;Software systems;Engineering education;Programming profession,computer science education;educational administrative data processing;program diagnostics;programming,code clone detection;code similarity detectors;student programs;repeated code segments;academic integrity researchers;code clone similarity detectors;similarity detector mapping,,,,57.0,,19 May 2021,,,IEEE,IEEE Conferences
CATE: Concolic Android Testing Using Java PathFinder for Android Applications,P. McAfee; M. Wiem Mkaouer; D. E. Krutz,"Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA; Department of Software Engineering, Rochester Institute of Technology, Rochester, NY, USA",2017 IEEE/ACM 4th International Conference on Mobile Software Engineering and Systems (MOBILESoft),11 Jul 2017,2017,,,213,214,"Like all software, Android applications are not immune to bugs, security vulnerabilities, and a wide range of other issues. Concolic analysis, a hybrid software verification technique which performs symbolic execution along with a concrete execution path, has been used for a variety of purposes including software testing, code clone detection, and security-related activities. We created a new publicly available concolic analysis tool for analyzing Android applications: Concolic Android TEster (CATE). Building on Java Path Finder (JPF-SPF), this tool performs concolic analysis on a raw Android application file (or source code) and provides output in a useful and easy to understand format.",,978-1-5386-2669-6,10.1109/MOBILESoft.2017.35,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972811,,Androids;Humanoid robots;Tools;Java;Cloning;Testing;Libraries,Android (operating system);Java;mobile computing;program testing;program verification;security of data,concolic analysis tool;code clone detection;software testing;symbolic execution;hybrid software verification technique;security vulnerabilities;Android applications;JPF-SPF;Java PathFinder;concolic Android tester;CATE,,2.0,,5.0,,11 Jul 2017,,,IEEE,IEEE Conferences
PHANTA: Diversified Test Code Quality Measurement for Modern Software Development,S. Tokumoto; K. Takayama,"Fujitsu Laboratories Ltd., Japan; Fujitsu Laboratories Ltd., Japan",2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE),9 Jan 2020,2019,,,1206,1207,"Test code is becoming more essential to the modern software development process. However, practitioners often pay inadequate attention to key aspects of test code quality, such as bug detectability, maintainability and speed. Existing tools also typically report a single test code quality measure, such as code coverage, rather than a diversified set of metrics. To measure and visualize quality of test code in a comprehensive fashion, we developed an integrated test code analysis tool called Phanta. In this show case, we posit that the enhancement of test code quality is key to modernizing software development, and show how Phanta's techniques measure the quality using mutation analysis, test code clone detection, and so on. Further, we present an industrial case study where Phanta was applied to analyze test code in a real Fujitsu project, and share lessons learned from the case study.",2643-1572,978-1-7281-2508-4,10.1109/ASE.2019.00138,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8952538,Software Testing;Test Code;Mutation Testing,Tools;Measurement;Cloning;Software;Testing;Computer bugs;Software engineering,program testing;software maintenance;software quality,diversified test code quality measurement;modern software development process;single test code quality measure;code coverage;integrated test code analysis tool;software development;test code clone detection;Phanta techniques measure;mutation analysis;Fujitsu project,,,,6.0,,9 Jan 2020,,,IEEE,IEEE Conferences
Towards Informative Tagging of Code Fragments to Support the Investigation of Code Clones,D. Nishioka; T. Kamiya,"Department of Information Systems Design and Data Science, Grad. Sch. of Natural Sci. & Tech., Shimane Univ, Matsue, Japan; Institute of Sci. & Eng., Shimane Univ, Matsue, Japan",2021 IEEE 15th International Workshop on Software Clones (IWSC),20 Jan 2022,2021,,,8,14,"Investigating the code fragments of code clones detected by code clone detection tools is a time-consuming task, especially when a large number of reference source files are available. This paper proposes (i) a method for clustering a clone class, which is detected by code clone detection tools using syntactic similarity, based on topic similarity by considering its code fragments as sequences of words and (ii) a method for assigning short tags to clusters of the clustering result. We also report an experiment of applying the proposed method to packages of an open source operating system.",2572-6587,978-1-6654-4287-9,10.1109/IWSC53727.2021.00008,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679791,Program analysis;Tools;Code inspections and walkthroughs;Software maintenance,Codes;Operating systems;Cloning;Focusing;Tagging;Syntactics;Maintenance engineering,operating systems (computers);pattern clustering;public domain software;source code (software),code clone detection tools;code fragments;informative tagging;reference source files;open source operating system,,,,53.0,IEEE,20 Jan 2022,,,IEEE,IEEE Conferences
On The Cross-Modal Transfer from Natural Language to Code through Adapter Modules,D. Goel; R. Grover; F. H. Fard,"Indian Institute of Technology, Roorkee, India; Delhi Technological University, Delhi, India; University of British Columbia, Canada",2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),22 Jun 2022,2022,,,71,81,"Pre-trained neural Language Models (PTLM), such as CodeBERT, are recently used in software engineering as models pre-trained on large source code corpora. Their knowledge is transferred to downstream tasks (e.g. code clone detection) via fine-tuning. In natural language processing (NLP), other alternatives for transferring the knowledge of PTLMs are explored through using adapters, compact, parameter efficient modules inserted in the layers of the PTLM. Although adapters are known to facilitate adapting to many downstream tasks compared to fine-tuning the model that require retraining all of the models' parameters- which owes to the adapters' plug and play nature and being parameter efficient-their usage in software engineering is not explored. Here, we explore the knowledge transfer using adapters and based on the Naturalness Hypothesis proposed by Hindle et. al [12]. Thus, studying the bimodality of adapters for two tasks of cloze test and code clone detection, compared to their benchmarks from the CodeXGLUE platform. These adapters are trained using programming languages and are inserted in a PTLM that is pre-trained on English corpora (N-PTLM). Three programming languages, $\mathrm{C}/\mathrm{C}++$, Python, and Java, are studied along with extensive experiments on the best setup used for adapters. Improving the results of the N-PTLM confirms the success of the adapters in knowledge transfer to software engineering, which sometimes are in par with or exceed the results of a PTLM trained on source code; while being more efficient in terms of the number of parameters, memory usage, and inference time. Our results can open new directions to build smaller models for more software engineering tasks. We open source all the scripts and the trained adapters.",2643-7171,978-1-4503-9298-3,10.1145/3524610.3527892,Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2019-05175); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796334,Pre-trained Language Models;Transfer learning;Adapters;Parameter Efficient Models,Adaptation models;Codes;Memory management;Cloning;Natural language processing;Task analysis;Knowledge transfer,Java;natural language processing;programming languages;Python;software engineering,cross-modal transfer;adapter modules;pre-trained neural language models;source code corpora;code clone detection;natural language processing;parameter efficient modules;knowledge transfer;programming languages;N-PTLM;trained adapters;open source;C/C++;Python;Java;CodeXGLUE platform;software engineering,,,,35.0,,22 Jun 2022,,,IEEE,IEEE Conferences
How Compact Will My System Be? A Fully-Automated Way to Calculate LoC Reduced by Clone Refactoring,T. Nakagawa; Y. Higo; J. Matsumoto; S. Kusumoto,"Graduate School of Information Science and Technology, Osaka University, Suita, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita, Osaka, Japan",2019 26th Asia-Pacific Software Engineering Conference (APSEC),2 Jan 2020,2019,,,284,291,"A code clone (in short, clone) is a code fragment that is identical or similar to other code fragments in source code. The presence of clone is known as bad smell, which is phenomena of source code to be refactored. A motivation of refactoring (merging) clones is to reduce the size of source code. An existing study proposed a technique to estimate reduced lines of code by merging clones; however, there are two issues in the existing technique: (1) the existing technique does not consider the refactorability of clones in spite that it is difficult or even impossible to merge some clones due to the limitation of programming languages; (2) in the case that multiple clones are overlapping, the existing technique only considers one of them can be merged. Due to the above issues, estimated reducible LoC is occasionally different from the actual number. Consequently, in this research, we propose a new technique to calculate a reducible LoC. The proposed technique is free from the two issues, and it calculates a reducible LoC fully automatically. The proposed technique performs a loop processing of (a) detecting clones, (b) merging them, (c) compiling the edited source files, and (d) testing them. After finishing the loop, reducible LoC is calculated from the edited source files. This paper also includes comparison results of the proposed technique and the existing one. In the comparisons, we confirmed that a reducible LoC which was calculated with considering refactorability is 25% of a reducible LoC which was estimated without considering refactorability. We also confirmed that the proposed technique was able to merge clones that were not counted in the existing technique.",2640-0715,978-1-7281-4648-5,10.1109/APSEC48747.2019.00046,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945738,Software maintenance;code clone;refactoring,Cloning;Merging;Computer languages;Maintenance engineering;Tools;Testing;Software systems,program compilers;software maintenance;source code (software),LoC;clone refactoring;code clone;code fragment;source code;clone detection;refactorability;software maintenance,,2.0,,17.0,,2 Jan 2020,,,IEEE,IEEE Conferences
Deep Review Sharing,C. Guo; D. Huang; N. Dong; Q. Ye; J. Xu; Y. Fan; H. Yang; Y. Xu,"Department of Computer Science, Nankai University, China; Department of Computer Science, Nankai University, China; Department of Computing, National University of Singapore, Singapore; Advanced Digital Sciences Center, Singapore; Department of Artificial Intelligence, Nankai University, China; Department of Computer Science, Nankai University, China; Department of Computer Science, Nankai University, China; Department of Computer Science, Nankai University, China","2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)",18 Mar 2019,2019,,,61,72,"Review-Based Software Improvement (RBSI for short) has drawn increasing research attentions in recent years. Relevant efforts focus on how to leverage the underlying information within reviews to obtain a better guidance for further updating. However, few efforts consider the Projects Without sufficient Reviews (PWR for short). Actually, PWR dominates the software projects, and the lack of PWR-based RBSI research severely blocks the improvement of certain software. In this paper, we make the first attempt to pave the road. Our goal is to establish a generic framework for sharing suitable and informative reviews to arbitrary PWR. To achieve this goal, we exploit techniques of code clone detection and review ranking. In order to improve the sharing precision, we introduce Convolutional Neural Network (CNN) into our clone detection, and design a novel CNN based clone searching module for our sharing system. Meanwhile, we adopt a heuristic filtering strategy to reduce the sharing time cost. We implement a prototype review sharing system RSharer and collect 72,440 code-review pairs as our ground knowledge. Empirical experiments on hundreds of real code fragments verify the effectiveness of RSharer. RSharer also achieves positive response and evaluation by expert developers.",1534-5351,978-1-7281-0591-8,10.1109/SANER.2019.8668037,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668037,code clone;software review;deep learning;CNN,Cloning;Software;Deep learning;Syntactics;Computer bugs;Software reviews;Training,convolutional neural nets;software development management;software maintenance;software reviews;source code (software),code clone detection;prototype review sharing system;deep review sharing;RBSI;PWR;convolutional neural network;projects without sufficient reviews;review-based software improvement;CNN,,6.0,,59.0,,18 Mar 2019,,,IEEE,IEEE Conferences
Studying Duplicate Logging Statements and Their Relationships With Code Clones,Z. Li; T. -H. Chen; J. Yang; W. Shang,"Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada",IEEE Transactions on Software Engineering,15 Jul 2022,2022,48.0,7.0,2476,2494,"Developers rely on software logs for a variety of tasks, such as debugging, testing, program comprehension, verification, and performance analysis. Despite the importance of logs, prior studies show that there is no industrial standard on how to write logging statements. In this paper, we focus on studying duplicate logging statements, which are logging statements that have the same static text message. Such duplications in the text message are potential indications of logging code smells, which may affect developers’ understanding of the dynamic view of the system. We manually studied over 4K duplicate logging statements and their surrounding code in five large-scale open source systems: Hadoop, CloudStack, Elasticsearch, Cassandra, and Flink. We uncovered five patterns of duplicate logging code smells. For each instance of the duplicate logging code smell, we further manually identify the potentially problematic (i.e., require fixes) and justifiable (i.e., do not require fixes) cases. Then, we contact developers to verify our manual study result. We integrated our manual study result and developers’ feedback into our automated static analysis tool, DLFinder, which automatically detects problematic duplicate logging code smells. We evaluated DLFinder on the five manually studied systems and three additional systems: Camel, Kafka and Wicket. In total, combining the results of DLFinder and our manual analysis, we reported 91 problematic duplicate logging code smell instances to developers and all of them have been fixed. We further study the relationship between duplicate logging statements, including the problematic instances of duplicate logging code smells, and code clones. We find that 83 percent of the duplicate logging code smell instances reside in cloned code, but 17 percent of them reside in micro-clones that are difficult to detect using automated clone detection tools. We also find that more than half of the duplicate logging statements reside in cloned code snippets, and a large portion of them reside in very short code blocks which may not be effectively detected by existing code clone detection tools. Our study shows that, in addition to general source code that implements the business logic, code clones may also result in bad logging practices that could increase maintenance difficulties.",1939-3520,,10.1109/TSE.2021.3060918,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9360483,Log;code smell;duplicate log;code clone;static analysis;empirical study,Cloning;Manuals;Tools;Static analysis;Maintenance engineering;Java;Cloud computing,program debugging;program diagnostics;public domain software;software maintenance,duplicate logging statements;code clone detection tools;bad logging practices;software logs;problematic duplicate logging code smell instances;Hadoop;CloudStack;Elasticsearch;Cassandra;Flink;automated static analysis tool;DLFinder;business logic,,2.0,,82.0,IEEE,22 Feb 2021,,,IEEE,IEEE Journals
BCFinder: A Lightweight and Platform-Independent Tool to Find Third-Party Components in Binaries,W. Tang; D. Chen; P. Luo,"State Key Laboratory of Information Security, Tsinghua University, Beijing, China; State Key Laboratory of Information Security, Tsinghua University, Beijing, China; State Key Laboratory of Information Security, Tsinghua University, Beijing, China",2018 25th Asia-Pacific Software Engineering Conference (APSEC),23 May 2019,2018,,,288,297,"Open source movement boosts several open source communities and millions of open source repositories (repos) are available on these communities. Consequently, component-based development and code reuse greatly improve the efficiency of software development. However, they can also bring some problems, such as license violation and security weaknesses. While code reuse detection has been extensively studied in source form, third-party components detection for software in binary form especially based on large scale database like Github has been less researched. In this paper, we take a series of data cleaning processes to get filtered 22K C/C++ repos on Github. We extend the code reuse detection for binaries against such a large-scale data set and design a system called BCFinder as an assistant tool for binary analysis. BCFinder finds third-party components in binaries automatically by feature matching. We evaluate BCFinder with a number of real-word binary programs across platform and compiling configurations. Experiments show that BCFinder is an effective supplementary tool for binary analysis. BCFinder is, by far, the first lightweight, rapid and platform-independent tool to detect component reuse in binaries against a large-scale data base like Github.",2640-0715,978-1-7281-1970-0,10.1109/APSEC.2018.00043,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719473,code clone detection;binary analysis;license violation;application security,Tools;Databases;Software;Feature extraction;Licenses;Cloning;Java,data handling;object-oriented programming;public domain software;security of data;software reusability,BCFinder;open source repositories;repos;component-based development;software development;license violation;security weaknesses;code reuse detection;third-party components detection;Github;assistant tool;binary analysis;compiling configurations;component reuse;large-scale data base;lightweight platform-independent tool;binary programs;22K C-C++ repos;data cleaning processes,,7.0,,36.0,,23 May 2019,,,IEEE,IEEE Conferences
Scalable Framework for Accurate Binary Code Comparison,H. Aslanyan; A. Avetisyan; M. Arutunian; G. Keropyan; S. Kurmangaleev; V. Vardanyan,"Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia; Compiler Technology Department, ISPRAS, Moscow, Russia",2017 Ivannikov ISPRAS Open Conference (ISPRAS),1 Feb 2018,2017,,,34,38,"Comparison of two binary files has many practical applications: the ability to detect programmatic changes between two versions, the ability to find old versions of statically linked libraries to prevent the use of well-known bugs, malware analysis, etc. In this article, a framework for comparison of binary files is presented. Framework uses IdaPro [1] disassembler and Binnavi [2] platform to recover structure of the target program and represent it as a call graph (CG). A program dependence graph (PDG) corresponds to each vertex of the CG. The proposed comparison algorithm consists of two main stages. At the first stage, several heuristics are applied to find the exact matches. Two functions are matched if at least one of the calculated heuristics is the same and unique in both binaries. At the second stage, backward and forward slicing is applied on matched vertices of CG to find further matches. According to empiric results heuristic method is effective and has high matching quality for unchanged or slightly modified functions. As a contradiction, to match heavily modified functions, binary code clone detection is used and it is based on finding maximum common subgraph for pair of PDGs. To achieve high performance on extensive binaries, the whole matching process is parallelized. The framework is tested on the number of real world libraries, such as python, openssh, openssl, libxml2, rsync, php, etc. Results show that in most cases more than 95% functions are truly matched. The tool is scalable due to parallelization of functions matching process and generation of PDGs and CGs.",,978-1-5386-1132-6,10.1109/ISPRAS.2017.00013,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8273295,Binary code comparison;static analysis;program dependence graph,Tools;Computer bugs;Semantics;Cloning;Binary codes;Algorithm design and analysis;Libraries,binary codes;graph theory;invasive software;program debugging;program diagnostics;program slicing,Binnavi platform;call graph;program dependence graph;PDG;forward slicing;backward slicing;maximum common subgraph;real world libraries;functions matching process parallelization;IdaPro disassembler;well-known bugs prevention;matching process;extensive binaries;binary code clone detection;heavily modified functions;slightly modified functions;unchanged modified functions;high matching quality;empiric results heuristic method;matched vertices;calculated heuristics;exact matches;main stages;comparison algorithm;CG;target program;statically linked libraries;old versions;programmatic changes;practical applications;binary files;accurate binary code comparison;scalable framework,,5.0,,22.0,,1 Feb 2018,,,IEEE,IEEE Conferences
